trade_id,seg_model_group,period,datetime,direction,F10_PriorPenetration,F04_CascadeState,F01_Timeframe,F21_ZoneAge,acal_score,acal_threshold,score_margin,trend_label,SBB_label,entry_price,exit_price,exit_type,pnl_ticks,bars_held,mfe_ticks,mae_ticks
257,seg4_ModeA,P2a,2026-01-05 09:41:47,LONG,119.0,PRIOR_HELD,90m,226,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25570.25,25585.25,TARGET,57.0,3,75.0,24.0
258,seg4_ModeA,P2a,2026-01-05 09:49:03,LONG,75.0,NO_PRIOR,60m,334,19.87,16.66,3.210000000000001,CT,NORMAL,25573.75,25588.75,TARGET,57.0,9,77.0,56.0
259,seg4_ModeA,P2a,2026-01-05 09:57:18,LONG,75.0,NO_PRIOR,60m,398,19.87,16.66,3.210000000000001,CT,NORMAL,25572.75,25587.75,TARGET,57.0,3,79.0,20.0
260,seg4_ModeA,P2a,2026-01-07 09:05:21,LONG,22.0,PRIOR_BROKE,30m,31,17.86,16.66,1.1999999999999993,CT,NORMAL,25767.25,25782.25,TARGET,57.0,10,63.0,23.0
261,seg4_ModeA,P2a,2026-01-13 13:59:08,LONG,154.0,PRIOR_HELD,15m,728,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25840.5,25855.5,TARGET,57.0,54,74.0,77.0
262,seg4_ModeA,P2a,2026-01-13 14:17:25,LONG,154.0,NO_PRIOR,15m,790,19.87,16.66,3.210000000000001,WT,NORMAL,25842.0,25857.0,TARGET,57.0,8,62.0,16.0
263,seg4_ModeA,P2a,2026-01-13 14:26:24,LONG,154.0,PRIOR_HELD,15m,819,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25843.0,25858.0,TARGET,57.0,3,60.0,11.0
264,seg4_ModeA,P2a,2026-01-13 15:10:59,LONG,154.0,NO_PRIOR,15m,926,17.66,16.66,1.0,CT,NORMAL,25843.5,25858.5,TARGET,57.0,95,61.0,161.0
265,seg4_ModeA,P2a,2026-01-14 13:36:09,LONG,57.0,NO_PRIOR,15m,15319,17.66,16.66,1.0,CT,NORMAL,25434.75,25449.75,TARGET,57.0,20,66.0,56.0
266,seg4_ModeA,P2a,2026-01-14 14:04:15,LONG,148.0,PRIOR_HELD,15m,50,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25497.0,25512.0,TARGET,57.0,35,72.0,44.0
267,seg4_ModeA,P2a,2026-01-14 14:56:10,LONG,148.0,NO_PRIOR,15m,162,19.87,16.66,3.210000000000001,CT,NORMAL,25502.75,25517.75,TARGET,57.0,31,75.0,169.0
268,seg4_ModeA,P2a,2026-01-15 09:54:35,SHORT,151.0,PRIOR_HELD,30m,92,18.62,16.66,1.9600000000000009,WT,NORMAL,25899.25,25884.25,TARGET,57.0,22,81.0,75.0
269,seg4_ModeA,P2a,2026-01-15 11:23:31,SHORT,52.0,PRIOR_HELD,15m,524,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25926.0,25911.0,TARGET,57.0,9,65.0,24.0
270,seg4_ModeA,P2a,2026-01-15 11:49:23,SHORT,52.0,PRIOR_HELD,15m,602,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25923.25,25908.25,TARGET,57.0,22,65.0,56.0
271,seg4_ModeA,P2a,2026-01-15 11:58:09,SHORT,52.0,PRIOR_HELD,15m,636,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25922.0,25907.0,TARGET,57.0,43,62.0,64.0
272,seg4_ModeA,P2a,2026-01-15 15:39:25,LONG,67.0,NO_PRIOR,30m,1949,19.380000000000003,16.66,2.7200000000000024,CT,NORMAL,25694.0,25709.0,TARGET,57.0,7,67.0,28.0
273,seg4_ModeA,P2a,2026-01-16 09:01:16,SHORT,217.0,PRIOR_BROKE,30m,42,17.86,16.66,1.1999999999999993,WT,SBB,25834.25,25881.75,STOP,-193.0,85,45.0,192.0
274,seg4_ModeA,P2a,2026-01-20 15:59:52,LONG,103.0,PRIOR_HELD,15m,86,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25131.25,25146.25,TARGET,57.0,25,63.0,16.0
275,seg4_ModeA,P2a,2026-01-20 16:33:16,LONG,103.0,PRIOR_HELD,15m,164,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25130.0,25145.0,TARGET,57.0,14,63.0,30.0
276,seg4_ModeA,P2a,2026-01-22 07:23:34,SHORT,204.0,PRIOR_HELD,15m,28,19.11,16.66,2.4499999999999993,CT,NORMAL,25687.0,25672.0,TARGET,57.0,3,62.0,15.0
277,seg4_ModeA,P2a,2026-01-22 08:13:38,SHORT,210.0,PRIOR_BROKE,30m,49,17.86,16.66,1.1999999999999993,WT,NORMAL,25680.5,25728.0,STOP,-193.0,33,9.0,197.0
278,seg4_ModeA,P2a,2026-01-22 12:08:26,SHORT,129.0,NO_PRIOR,90m,496,19.87,16.66,3.210000000000001,WT,NORMAL,25688.5,25673.5,TARGET,57.0,19,60.0,22.0
279,seg4_ModeA,P2a,2026-01-22 12:15:03,SHORT,129.0,PRIOR_HELD,90m,519,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25689.0,25674.0,TARGET,57.0,6,66.0,14.0
280,seg4_ModeA,P2a,2026-01-22 12:30:38,SHORT,129.0,PRIOR_HELD,90m,560,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25691.5,25694.75,TIMECAP,-16.0,120,48.0,128.0
281,seg4_ModeA,P2b,2026-01-28 07:48:57,SHORT,27.0,PRIOR_BROKE,30m,33,17.86,16.66,1.1999999999999993,CT,NORMAL,26299.25,26284.25,TARGET,57.0,1,67.0,2.0
282,seg4_ModeA,P2b,2026-01-29 06:58:30,SHORT,68.0,PRIOR_BROKE,30m,26,17.86,16.66,1.1999999999999993,CT,NORMAL,26206.0,26191.0,TARGET,57.0,11,70.0,63.0
283,seg4_ModeA,P2b,2026-01-30 10:46:43,SHORT,46.0,NO_PRIOR,15m,1136,17.66,16.66,1.0,WT,NORMAL,25919.0,25904.0,TARGET,57.0,17,61.0,60.0
284,seg4_ModeA,P2b,2026-01-30 13:58:59,SHORT,93.0,PRIOR_HELD,30m,341,18.62,16.66,1.9600000000000009,WT,NORMAL,25755.5,25740.5,TARGET,57.0,8,66.0,65.0
285,seg4_ModeA,P2b,2026-01-30 14:02:14,SHORT,93.0,PRIOR_HELD,30m,363,18.62,16.66,1.9600000000000009,WT,NORMAL,25755.5,25740.5,TARGET,57.0,6,82.0,29.0
286,seg4_ModeA,P2b,2026-01-30 14:21:49,SHORT,21.0,PRIOR_HELD,30m,442,18.62,16.66,1.9600000000000009,WT,NORMAL,25754.5,25739.5,TARGET,57.0,6,80.0,26.0
287,seg4_ModeA,P2b,2026-01-30 15:59:01,SHORT,142.0,PRIOR_HELD,60m,298,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25668.0,25653.0,TARGET,57.0,71,101.0,156.0
288,seg4_ModeA,P2b,2026-02-03 15:20:52,LONG,32.0,PRIOR_HELD,15m,107,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25295.5,25310.5,TARGET,57.0,8,76.0,19.0
289,seg4_ModeA,P2b,2026-02-04 13:32:37,LONG,160.0,PRIOR_HELD,15m,54,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,24871.5,24886.5,TARGET,57.0,14,101.0,77.0
290,seg4_ModeA,P2b,2026-02-04 13:38:12,LONG,160.0,PRIOR_HELD,15m,80,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,24879.5,24894.5,TARGET,57.0,7,66.0,46.0
291,seg4_ModeA,P2b,2026-02-04 13:45:18,LONG,160.0,PRIOR_HELD,15m,110,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,24875.5,24890.5,TARGET,57.0,5,66.0,25.0
292,seg4_ModeA,P2b,2026-02-04 16:02:56,LONG,190.0,PRIOR_HELD,15m,459,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,24930.5,24883.0,STOP,-193.0,9,42.0,196.0
293,seg4_ModeA,P2b,2026-02-09 16:10:01,SHORT,126.0,PRIOR_HELD,15m,95,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25359.0,25344.0,TARGET,57.0,33,62.0,146.0
294,seg4_ModeA,P2b,2026-02-10 10:58:31,SHORT,31.0,PRIOR_HELD,30m,52,18.62,16.66,1.9600000000000009,CT,NORMAL,25391.0,25376.0,TARGET,57.0,5,65.0,21.0
295,seg4_ModeA,P2b,2026-02-10 11:17:28,SHORT,31.0,NO_PRIOR,30m,114,21.590000000000003,16.66,4.930000000000003,CT,NORMAL,25389.75,25374.75,TARGET,57.0,10,72.0,20.0
296,seg4_ModeA,P2b,2026-02-10 12:27:53,SHORT,91.0,PRIOR_HELD,15m,206,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25368.25,25353.25,TARGET,57.0,15,61.0,42.0
297,seg4_ModeA,P2b,2026-02-10 12:41:21,SHORT,91.0,PRIOR_HELD,15m,229,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25370.25,25355.25,TARGET,57.0,47,79.0,110.0
298,seg4_ModeA,P2b,2026-02-12 15:37:36,SHORT,183.0,PRIOR_HELD,120m,252,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,24819.0,24804.0,TARGET,57.0,8,64.0,12.0
299,seg4_ModeA,P2b,2026-02-12 16:30:01,SHORT,183.0,PRIOR_HELD,120m,505,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,24821.5,24806.5,TARGET,57.0,28,95.0,90.0
300,seg4_ModeA,P2b,2026-02-20 14:08:34,SHORT,105.0,NO_PRIOR,15m,581,19.87,16.66,3.210000000000001,WT,NORMAL,25090.0,25075.0,TARGET,57.0,5,76.0,13.0
301,seg4_ModeA,P2b,2026-02-20 14:54:18,LONG,80.0,PRIOR_HELD,30m,184,18.62,16.66,1.9600000000000009,CT,NORMAL,25036.5,25051.5,TARGET,57.0,20,62.0,82.0
302,seg4_ModeA,P2b,2026-02-24 14:11:02,LONG,107.0,NO_PRIOR,15m,320,19.87,16.66,3.210000000000001,CT,NORMAL,25013.5,25028.5,TARGET,57.0,62,68.0,100.0
303,seg4_ModeA,P2b,2026-02-24 15:05:37,LONG,93.0,PRIOR_HELD,15m,442,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25014.25,25029.25,TARGET,57.0,94,65.0,78.0
304,seg4_ModeA,P2b,2026-02-25 09:16:18,LONG,72.0,PRIOR_HELD,30m,27,20.83,16.66,4.169999999999998,WT,NORMAL,25150.0,25165.0,TARGET,57.0,30,73.0,81.0
305,seg4_ModeA,P2b,2026-02-26 15:52:38,SHORT,165.0,NO_PRIOR,30m,102,21.590000000000003,16.66,4.930000000000003,CT,NORMAL,25049.25,25039.75,TIMECAP,35.0,120,38.0,163.0
306,seg4_ModeA,P2b,2026-02-26 16:51:59,SHORT,165.0,NO_PRIOR,30m,226,21.590000000000003,16.66,4.930000000000003,CT,NORMAL,25049.25,25034.25,TARGET,57.0,3,70.0,0.0
307,seg4_ModeA,P2b,2026-02-26 19:43:23,LONG,48.0,PRIOR_HELD,60m,504,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,24975.25,24990.25,TARGET,57.0,7,83.0,82.0
308,seg4_ModeA,P2b,2026-02-27 10:11:30,SHORT,197.0,NO_PRIOR,60m,587,19.87,16.66,3.210000000000001,WT,NORMAL,24984.0,24969.0,TARGET,57.0,15,60.0,38.0
309,seg4_ModeA,P2b,2026-02-27 10:24:39,SHORT,197.0,NO_PRIOR,60m,658,19.87,16.66,3.210000000000001,WT,NORMAL,24989.0,24974.0,TARGET,57.0,4,64.0,34.0
310,seg4_ModeA,P2b,2026-02-27 10:37:14,SHORT,197.0,NO_PRIOR,60m,712,19.87,16.66,3.210000000000001,WT,NORMAL,24988.75,24973.75,TARGET,57.0,4,66.0,25.0
311,seg4_ModeA,P2b,2026-02-27 10:43:11,SHORT,197.0,PRIOR_HELD,60m,734,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,24985.0,24970.0,TARGET,57.0,39,66.0,129.0
312,seg4_ModeA,P2b,2026-03-02 06:16:02,LONG,174.0,PRIOR_HELD,15m,35,19.11,16.66,2.4499999999999993,WT,NORMAL,24642.0,24657.0,TARGET,57.0,2,83.0,28.0
